id,track_name,artist_names,cluster,playlist_name
0T2pB7P1VdXPhLdQZ488uH,Normal,Feid,0,"Dark, Intense Vibe"
0TCnOEVeLQMXOUrpPlM7uY,Guatemala - From Swaecation,"Rae Sremmurd, Swae Lee, Slim Jxmmi",0,"Dark, Intense Vibe"
0TFVOjSvPTjFHkiZZekK5k,Pineapple (feat. Gucci Mane & Quavo),"Ty Dolla $ign, Gucci Mane, Quavo",0,"Dark, Intense Vibe"
0TMGV2zMZXOILVtQLtkI3G,What Am I,Why Don't We,0,"Dark, Intense Vibe"
0TUW9faHNaBmi89wsYGp9y,Mamichula - con Nicki Nicole,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",0,"Dark, Intense Vibe"
0Tcw8w9pvPrZoORgxsNASW,Over Your Head,"Future, Lil Uzi Vert",0,"Dark, Intense Vibe"
0TlLq3lA83rQOYtrqBqSct,Nonstop,Drake,0,"Dark, Intense Vibe"
0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,"Khalid, Disclosure",0,"Dark, Intense Vibe"
0TvQLMecTE8utzoNmvXRbK,Bad Blood,Taylor Swift,0,"Dark, Intense Vibe"
0U6Vg6RUmzADUO0Y9fVKft,Golden Trunks,Arctic Monkeys,0,"Dark, Intense Vibe"
0UKUfxIkDAMZz7hMdiVX3m,Cover Me In Sunshine,"P!nk, Willow Sage Hart",0,"Dark, Intense Vibe"
0UTyLmkQgPOEIz95OVAJTR,range brothers (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",0,"Dark, Intense Vibe"
0UeYCHOETPfai02uskjJ3x,Shooting Stars,Bag Raiders,0,"Dark, Intense Vibe"
0UioblV1x795s55Ur58c6c,The Race,Tay-K,0,"Dark, Intense Vibe"
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,0,"Dark, Intense Vibe"
0VO8gYVDSwM1Qdd2GsMoYK,Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",0,"Dark, Intense Vibe"
0VOMBffX1llDu37yQUt3u3,Pop Out (feat. Nardo Wick),"Lil Baby, Nardo Wick",0,"Dark, Intense Vibe"
0VQ3GSPdl4njPOr3lyaoaD,Dancing With The Devil,Demi Lovato,0,"Dark, Intense Vibe"
0VSzREd1OjEWJ9tXoFHRQH,Those Kinda Nights (feat. Ed Sheeran),"Eminem, Ed Sheeran",0,"Dark, Intense Vibe"
0VgkVdmE4gld66l8iyGjgx,Mask Off,Future,0,"Dark, Intense Vibe"
0VhgEqMTNZwYL1ARDLLNCX,Can I Be Him,James Arthur,0,"Dark, Intense Vibe"
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,0,"Dark, Intense Vibe"
0WCEaydwN65cvwaW8aqptF,History,Olivia Holt,0,"Dark, Intense Vibe"
0WFgtxiLNr99YaoSdYR3Ud,Honda Civic,"The Cratez, Bonez MC",0,"Dark, Intense Vibe"
0WIv5qV41y6YjjB9V1biuC,Made For Me,Muni Long,0,"Dark, Intense Vibe"
0WSEq9Ko4kFPt8yo3ICd6T,Praise God,Kanye West,0,"Dark, Intense Vibe"
0WSa1sucoNRcEeULlZVQXj,Can You Feel My Heart,Bring Me The Horizon,0,"Dark, Intense Vibe"
0WdGQhoAP2LBsqr5Jhit2g,What Lovers Do (feat. SZA),"Maroon 5, SZA",0,"Dark, Intense Vibe"
0X8DcetL926BYiPJYstJTc,Lucid Dreams,Juice WRLD,0,"Dark, Intense Vibe"
0XLOf9LhyazPX9Ld8jPiUq,Fetish (feat. Gucci Mane),"Selena Gomez, Gucci Mane",0,"Dark, Intense Vibe"
0XySogm94T51XF5F2jumXm,All Girls Are The Same,Juice WRLD,0,"Dark, Intense Vibe"
0YbI9lWxUBsCJLb6EBydkr,Leave Your Life,Ed Sheeran,0,"Dark, Intense Vibe"
0Ymjv0OJeIIPXr6s9wi3iW,MATHEMATICAL DISRESPECT,Lil Mabu,0,"Dark, Intense Vibe"
0YwBZKT8JE4U5TwmYE9BV9,Radio Ga Ga - Live Aid,Queen,0,"Dark, Intense Vibe"
0Z26mbSHJ1dkUu7g9DDgif,Trigger,"Major Lazer, Khalid, Death Stranding: Timefall, Diplo",0,"Dark, Intense Vibe"
0Z5ok0QLLttAKsujOZYOXf,Chasing Pavements,Adele,0,"Dark, Intense Vibe"
0ZKKJTv21zJpNrKiL0LYyV,out for the night,21 Savage,0,"Dark, Intense Vibe"
0ZNrc4kNeQYD9koZ3KvCsy,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG, 2 Chainz, Big Sean, Nicki Minaj",0,"Dark, Intense Vibe"
0Zbbxnx4SGGHoIow4PpISP,Stargazing,"Kygo, Justin Jesso",0,"Dark, Intense Vibe"
0Zm7NKJgoKY6ZWwtoEUILK,Praise God,Kanye West,0,"Dark, Intense Vibe"
0ZqHo6eTBHUcOVjZzPvftT,CHIAMAMI PER NOME,"Francesca Michielin, Fedez",0,"Dark, Intense Vibe"
0Zx8khUcEfCFK2AEoIhC92,Don't Leave,"Snakehips, MØ",0,"Dark, Intense Vibe"
0a4SMs889NwP8oWI7Vemle,LOOOVE (feat. Kid Cudi),"Travis Scott, Kid Cudi",0,"Dark, Intense Vibe"
0aCTSZQTlmnjQucALTF00s,Tak Tiki Tak,Harry Nach,0,"Dark, Intense Vibe"
0as7lPxkBPctZ7uVmchRNM,Miss You (with Major Lazer & Tory Lanez),"Cashmere Cat, Major Lazer, Tory Lanez",0,"Dark, Intense Vibe"
0b6UoVjUzFyZNpHI0aAhKt,Celebrate (feat. Travis Scott & Post Malone),"DJ Khaled, Travis Scott, Post Malone",0,"Dark, Intense Vibe"
0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,0,"Dark, Intense Vibe"
0bAkKNCQfWkexHFn7fIKns,In My Feelings,Drake,0,"Dark, Intense Vibe"
0bYVPJvXr8ACmw313cVvhB,Tally,BLACKPINK,0,"Dark, Intense Vibe"
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,0,"Dark, Intense Vibe"
0bcEHhsuLRDm712CQHomdm,Awful Things,"Lil Peep, Lil Tracy",0,"Dark, Intense Vibe"
0bhnUFDQFCEHCBlsQfHnj5,Photograph,J. Cole,0,"Dark, Intense Vibe"
0bjgQ24UZGwKikldIyEOgf,Yea Yea,Pop Smoke,0,"Dark, Intense Vibe"
0bkV1iQHSxBaksUqgEkcbc,SKITZO (feat. Young Thug),"Travis Scott, Young Thug",0,"Dark, Intense Vibe"
0cDwUAF7yQrOLRcFfJpSc2,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,0,"Dark, Intense Vibe"
0cLS7FslBJgsuWwJNRnPWB,Doin' Time,Lana Del Rey,0,"Dark, Intense Vibe"
0dA2Mk56wEzDgegdC6R17g,Stay,"Zedd, Alessia Cara",0,"Dark, Intense Vibe"
0dIoGTQXDh1wVnhIiSyYEa,Bartier Cardi (feat. 21 Savage),"Cardi B, 21 Savage",0,"Dark, Intense Vibe"
0dSIrRkA4PadGll16TgbnV,PICK IT UP (feat. A$AP Rocky),"Famous Dex, A$AP Rocky",0,"Dark, Intense Vibe"
0dj1CtyRxZ4bnIT4Q20jNT,Wake Up Alone,"The Chainsmokers, Jhené Aiko",0,"Dark, Intense Vibe"
0dy5NFDnx5fuZvE8ZXEX35,Shotz Fired,Bonez MC,0,"Dark, Intense Vibe"
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",0,"Dark, Intense Vibe"
0eFMbKCRw8KByXyWBw8WO7,Still With You,Jung Kook,0,"Dark, Intense Vibe"
0eeeyCAGnGZInPtpkdYiPa,Jamais Vu,BTS,0,"Dark, Intense Vibe"
0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,0,"Dark, Intense Vibe"
0ezwvY7TkCwDEkKR49084k,GANG GANG (with Lil Wayne),"Polo G, Lil Wayne",0,"Dark, Intense Vibe"
0fWBFDRTIuk8ZgNdZqhCer,So Good (& Metro Boomin),"Big Sean, Metro Boomin, Kash Doll",0,"Dark, Intense Vibe"
0fX4oNGBWO3dSGUZcVdVV2,N95,Kendrick Lamar,0,"Dark, Intense Vibe"
0fcq51a3gOI6gPvzc0YLsk,Wow. - Remix,"Post Malone, Roddy Ricch, Tyga",0,"Dark, Intense Vibe"
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"J Balvin, Bad Bunny",0,"Dark, Intense Vibe"
